"Anfangsbezirk_Nr","Jahr","Anfangsbezirk","Umzugsbezirk","Anzahl"
"24",2012,"24 Feldmoching - Hasenbergl","17 Obergiesing - Fasangarten",69
"24",2012,"24 Feldmoching - Hasenbergl","18 Untergiesing - Harlaching",57
"24",2012,"24 Feldmoching - Hasenbergl","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",98
"24",2012,"24 Feldmoching - Hasenbergl","20 Hadern",45
"24",2012,"24 Feldmoching - Hasenbergl","21 Pasing - Obermenzing",98
"24",2012,"24 Feldmoching - Hasenbergl","22 Aubing - Lochhausen - Langwied",75
"24",2012,"24 Feldmoching - Hasenbergl","23 Allach - Untermenzing",68
"24",2012,"24 Feldmoching - Hasenbergl","24 Feldmoching - Hasenbergl",1154
"24",2012,"24 Feldmoching - Hasenbergl","25 Laim",62
"25",2012,"25 Laim","01 Altstadt - Lehel",35
"25",2012,"25 Laim","02 Ludwigsvorstadt - Isarvorstadt",93
"25",2012,"25 Laim","03 Maxvorstadt",97
"25",2012,"25 Laim","04 Schwabing - West",86
"25",2012,"25 Laim","05 Au - Haidhausen",111
"25",2012,"25 Laim","06 Sendling",85
"25",2012,"25 Laim","07 Sendling - Westpark",167
"25",2012,"25 Laim","08 Schwanthalerhöhe",97
"25",2012,"25 Laim","09 Neuhausen - Nymphenburg",288
"25",2012,"25 Laim","10 Moosach",107
"25",2012,"25 Laim","11 Milbertshofen - Am Hart",109
"25",2012,"25 Laim","12 Schwabing - Freimann",105
"25",2012,"25 Laim","13 Bogenhausen",81
"25",2012,"25 Laim","14 Berg am Laim",112
"25",2012,"25 Laim","15 Trudering - Riem",75
"25",2012,"25 Laim","16 Ramersdorf - Perlach",138
"25",2012,"25 Laim","17 Obergiesing - Fasangarten",95
"25",2012,"25 Laim","18 Untergiesing - Harlaching",118
"25",2012,"25 Laim","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",198
"25",2012,"25 Laim","20 Hadern",181
"25",2012,"25 Laim","21 Pasing - Obermenzing",289
"25",2012,"25 Laim","22 Aubing - Lochhausen - Langwied",123
"25",2012,"25 Laim","23 Allach - Untermenzing",59
"25",2012,"25 Laim","24 Feldmoching - Hasenbergl",76
"25",2012,"25 Laim","25 Laim",920
"1",2013,"01 Altstadt - Lehel","01 Altstadt - Lehel",248
"1",2013,"01 Altstadt - Lehel","02 Ludwigsvorstadt - Isarvorstadt",165
"1",2013,"01 Altstadt - Lehel","03 Maxvorstadt",133
"1",2013,"01 Altstadt - Lehel","04 Schwabing - West",116
"1",2013,"01 Altstadt - Lehel","05 Au - Haidhausen",160
"1",2013,"01 Altstadt - Lehel","06 Sendling",51
"1",2013,"01 Altstadt - Lehel","07 Sendling - Westpark",34
"1",2013,"01 Altstadt - Lehel","08 Schwanthalerhöhe",47
"1",2013,"01 Altstadt - Lehel","09 Neuhausen - Nymphenburg",109
"1",2013,"01 Altstadt - Lehel","10 Moosach",37
"1",2013,"01 Altstadt - Lehel","11 Milbertshofen - Am Hart",39
"1",2013,"01 Altstadt - Lehel","12 Schwabing - Freimann",103
"1",2013,"01 Altstadt - Lehel","13 Bogenhausen",148
"1",2013,"01 Altstadt - Lehel","14 Berg am Laim",36
"1",2013,"01 Altstadt - Lehel","15 Trudering - Riem",32
"1",2013,"01 Altstadt - Lehel","16 Ramersdorf - Perlach",56
"1",2013,"01 Altstadt - Lehel","17 Obergiesing - Fasangarten",54
"1",2013,"01 Altstadt - Lehel","18 Untergiesing - Harlaching",93
"1",2013,"01 Altstadt - Lehel","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",72
"1",2013,"01 Altstadt - Lehel","20 Hadern",38
"1",2013,"01 Altstadt - Lehel","21 Pasing - Obermenzing",60
"1",2013,"01 Altstadt - Lehel","22 Aubing - Lochhausen - Langwied",27
"1",2013,"01 Altstadt - Lehel","23 Allach - Untermenzing",10
"1",2013,"01 Altstadt - Lehel","24 Feldmoching - Hasenbergl",30
"1",2013,"01 Altstadt - Lehel","25 Laim",28
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","01 Altstadt - Lehel",195
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","02 Ludwigsvorstadt - Isarvorstadt",1024
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","03 Maxvorstadt",296
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","04 Schwabing - West",207
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","05 Au - Haidhausen",405
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","06 Sendling",244
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","07 Sendling - Westpark",185
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","08 Schwanthalerhöhe",189
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","09 Neuhausen - Nymphenburg",318
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","10 Moosach",140
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","11 Milbertshofen - Am Hart",154
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","12 Schwabing - Freimann",233
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","13 Bogenhausen",211
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","14 Berg am Laim",86
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","15 Trudering - Riem",99
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","16 Ramersdorf - Perlach",208
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","17 Obergiesing - Fasangarten",217
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","18 Untergiesing - Harlaching",297
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",294
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","20 Hadern",112
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","21 Pasing - Obermenzing",164
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","22 Aubing - Lochhausen - Langwied",76
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","23 Allach - Untermenzing",47
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","24 Feldmoching - Hasenbergl",51
"2",2013,"02 Ludwigsvorstadt - Isarvorstadt","25 Laim",147
"3",2013,"03 Maxvorstadt","01 Altstadt - Lehel",151
"3",2013,"03 Maxvorstadt","02 Ludwigsvorstadt - Isarvorstadt",331
"3",2013,"03 Maxvorstadt","03 Maxvorstadt",973
"3",2013,"03 Maxvorstadt","04 Schwabing - West",571
"3",2013,"03 Maxvorstadt","05 Au - Haidhausen",283
"3",2013,"03 Maxvorstadt","06 Sendling",156
"3",2013,"03 Maxvorstadt","07 Sendling - Westpark",129
"3",2013,"03 Maxvorstadt","08 Schwanthalerhöhe",115
"3",2013,"03 Maxvorstadt","09 Neuhausen - Nymphenburg",529
"3",2013,"03 Maxvorstadt","10 Moosach",134
"3",2013,"03 Maxvorstadt","11 Milbertshofen - Am Hart",141
"3",2013,"03 Maxvorstadt","12 Schwabing - Freimann",339
"3",2013,"03 Maxvorstadt","13 Bogenhausen",205
"3",2013,"03 Maxvorstadt","14 Berg am Laim",95
"3",2013,"03 Maxvorstadt","15 Trudering - Riem",80
"3",2013,"03 Maxvorstadt","16 Ramersdorf - Perlach",147
"3",2013,"03 Maxvorstadt","17 Obergiesing - Fasangarten",158
"3",2013,"03 Maxvorstadt","18 Untergiesing - Harlaching",173
"3",2013,"03 Maxvorstadt","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",198
"3",2013,"03 Maxvorstadt","20 Hadern",85
"3",2013,"03 Maxvorstadt","21 Pasing - Obermenzing",118
"3",2013,"03 Maxvorstadt","22 Aubing - Lochhausen - Langwied",58
"3",2013,"03 Maxvorstadt","23 Allach - Untermenzing",52
"3",2013,"03 Maxvorstadt","24 Feldmoching - Hasenbergl",62
"3",2013,"03 Maxvorstadt","25 Laim",131
"4",2013,"04 Schwabing - West","01 Altstadt - Lehel",97
"4",2013,"04 Schwabing - West","02 Ludwigsvorstadt - Isarvorstadt",221
"4",2013,"04 Schwabing - West","03 Maxvorstadt",424
"4",2013,"04 Schwabing - West","04 Schwabing - West",1110
"4",2013,"04 Schwabing - West","05 Au - Haidhausen",215
"4",2013,"04 Schwabing - West","06 Sendling",114
"4",2013,"04 Schwabing - West","07 Sendling - Westpark",124
"4",2013,"04 Schwabing - West","08 Schwanthalerhöhe",127
"4",2013,"04 Schwabing - West","09 Neuhausen - Nymphenburg",382
"4",2013,"04 Schwabing - West","10 Moosach",178
"4",2013,"04 Schwabing - West","11 Milbertshofen - Am Hart",357
"4",2013,"04 Schwabing - West","12 Schwabing - Freimann",448
"4",2013,"04 Schwabing - West","13 Bogenhausen",253
"4",2013,"04 Schwabing - West","14 Berg am Laim",73
"4",2013,"04 Schwabing - West","15 Trudering - Riem",87
"4",2013,"04 Schwabing - West","16 Ramersdorf - Perlach",154
"4",2013,"04 Schwabing - West","17 Obergiesing - Fasangarten",154
"4",2013,"04 Schwabing - West","18 Untergiesing - Harlaching",164
"4",2013,"04 Schwabing - West","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",183
"4",2013,"04 Schwabing - West","20 Hadern",107
"4",2013,"04 Schwabing - West","21 Pasing - Obermenzing",151
"4",2013,"04 Schwabing - West","22 Aubing - Lochhausen - Langwied",57
"4",2013,"04 Schwabing - West","23 Allach - Untermenzing",57
"4",2013,"04 Schwabing - West","24 Feldmoching - Hasenbergl",167
"4",2013,"04 Schwabing - West","25 Laim",122
"5",2013,"05 Au - Haidhausen","01 Altstadt - Lehel",128
"5",2013,"05 Au - Haidhausen","02 Ludwigsvorstadt - Isarvorstadt",308
"5",2013,"05 Au - Haidhausen","03 Maxvorstadt",217
"5",2013,"05 Au - Haidhausen","04 Schwabing - West",203
"5",2013,"05 Au - Haidhausen","05 Au - Haidhausen",1114
"5",2013,"05 Au - Haidhausen","06 Sendling",115
"5",2013,"05 Au - Haidhausen","07 Sendling - Westpark",129
"5",2013,"05 Au - Haidhausen","08 Schwanthalerhöhe",127
"5",2013,"05 Au - Haidhausen","09 Neuhausen - Nymphenburg",238
"5",2013,"05 Au - Haidhausen","10 Moosach",79
"5",2013,"05 Au - Haidhausen","11 Milbertshofen - Am Hart",119
"5",2013,"05 Au - Haidhausen","12 Schwabing - Freimann",167
"5",2013,"05 Au - Haidhausen","13 Bogenhausen",320
"5",2013,"05 Au - Haidhausen","14 Berg am Laim",220
"5",2013,"05 Au - Haidhausen","15 Trudering - Riem",174
"5",2013,"05 Au - Haidhausen","16 Ramersdorf - Perlach",291
"5",2013,"05 Au - Haidhausen","17 Obergiesing - Fasangarten",271
"5",2013,"05 Au - Haidhausen","18 Untergiesing - Harlaching",281
"5",2013,"05 Au - Haidhausen","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",185
"5",2013,"05 Au - Haidhausen","20 Hadern",69
"5",2013,"05 Au - Haidhausen","21 Pasing - Obermenzing",142
"5",2013,"05 Au - Haidhausen","22 Aubing - Lochhausen - Langwied",59
"5",2013,"05 Au - Haidhausen","23 Allach - Untermenzing",23
"5",2013,"05 Au - Haidhausen","24 Feldmoching - Hasenbergl",104
"5",2013,"05 Au - Haidhausen","25 Laim",110
"6",2013,"06 Sendling","01 Altstadt - Lehel",31
"6",2013,"06 Sendling","02 Ludwigsvorstadt - Isarvorstadt",166
"6",2013,"06 Sendling","03 Maxvorstadt",103
"6",2013,"06 Sendling","04 Schwabing - West",131
"6",2013,"06 Sendling","05 Au - Haidhausen",126
"6",2013,"06 Sendling","06 Sendling",564
"6",2013,"06 Sendling","07 Sendling - Westpark",215
"6",2013,"06 Sendling","08 Schwanthalerhöhe",69
"6",2013,"06 Sendling","09 Neuhausen - Nymphenburg",191
"6",2013,"06 Sendling","10 Moosach",72
"6",2013,"06 Sendling","11 Milbertshofen - Am Hart",85
"6",2013,"06 Sendling","12 Schwabing - Freimann",98
"6",2013,"06 Sendling","13 Bogenhausen",56
"6",2013,"06 Sendling","14 Berg am Laim",61
"6",2013,"06 Sendling","15 Trudering - Riem",56
"6",2013,"06 Sendling","16 Ramersdorf - Perlach",149
"6",2013,"06 Sendling","17 Obergiesing - Fasangarten",136
"6",2013,"06 Sendling","18 Untergiesing - Harlaching",143
"6",2013,"06 Sendling","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",348
"6",2013,"06 Sendling","20 Hadern",89
"6",2013,"06 Sendling","21 Pasing - Obermenzing",90
"6",2013,"06 Sendling","22 Aubing - Lochhausen - Langwied",52
"6",2013,"06 Sendling","23 Allach - Untermenzing",38
"6",2013,"06 Sendling","24 Feldmoching - Hasenbergl",57
"6",2013,"06 Sendling","25 Laim",113
"7",2013,"07 Sendling - Westpark","01 Altstadt - Lehel",32
"7",2013,"07 Sendling - Westpark","02 Ludwigsvorstadt - Isarvorstadt",107
"7",2013,"07 Sendling - Westpark","03 Maxvorstadt",116
"7",2013,"07 Sendling - Westpark","04 Schwabing - West",107
"7",2013,"07 Sendling - Westpark","05 Au - Haidhausen",107
"7",2013,"07 Sendling - Westpark","06 Sendling",179
"7",2013,"07 Sendling - Westpark","07 Sendling - Westpark",872
"7",2013,"07 Sendling - Westpark","08 Schwanthalerhöhe",101
"7",2013,"07 Sendling - Westpark","09 Neuhausen - Nymphenburg",171
"7",2013,"07 Sendling - Westpark","10 Moosach",89
"7",2013,"07 Sendling - Westpark","11 Milbertshofen - Am Hart",113
"7",2013,"07 Sendling - Westpark","12 Schwabing - Freimann",97
"7",2013,"07 Sendling - Westpark","13 Bogenhausen",88
"7",2013,"07 Sendling - Westpark","14 Berg am Laim",85
"7",2013,"07 Sendling - Westpark","15 Trudering - Riem",66
"7",2013,"07 Sendling - Westpark","16 Ramersdorf - Perlach",188
"7",2013,"07 Sendling - Westpark","17 Obergiesing - Fasangarten",104
"7",2013,"07 Sendling - Westpark","18 Untergiesing - Harlaching",132
"7",2013,"07 Sendling - Westpark","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",339
"7",2013,"07 Sendling - Westpark","20 Hadern",235
"7",2013,"07 Sendling - Westpark","21 Pasing - Obermenzing",168
"7",2013,"07 Sendling - Westpark","22 Aubing - Lochhausen - Langwied",73
"7",2013,"07 Sendling - Westpark","23 Allach - Untermenzing",32
"7",2013,"07 Sendling - Westpark","24 Feldmoching - Hasenbergl",105
"7",2013,"07 Sendling - Westpark","25 Laim",185
"8",2013,"08 Schwanthalerhöhe","01 Altstadt - Lehel",42
"8",2013,"08 Schwanthalerhöhe","02 Ludwigsvorstadt - Isarvorstadt",153
"8",2013,"08 Schwanthalerhöhe","03 Maxvorstadt",106
"8",2013,"08 Schwanthalerhöhe","04 Schwabing - West",101
"8",2013,"08 Schwanthalerhöhe","05 Au - Haidhausen",124
"8",2013,"08 Schwanthalerhöhe","06 Sendling",120
"8",2013,"08 Schwanthalerhöhe","07 Sendling - Westpark",103
"8",2013,"08 Schwanthalerhöhe","08 Schwanthalerhöhe",460
"8",2013,"08 Schwanthalerhöhe","09 Neuhausen - Nymphenburg",199
"8",2013,"08 Schwanthalerhöhe","10 Moosach",70
"8",2013,"08 Schwanthalerhöhe","11 Milbertshofen - Am Hart",84
"8",2013,"08 Schwanthalerhöhe","12 Schwabing - Freimann",68
"8",2013,"08 Schwanthalerhöhe","13 Bogenhausen",70
"8",2013,"08 Schwanthalerhöhe","14 Berg am Laim",47
"8",2013,"08 Schwanthalerhöhe","15 Trudering - Riem",48
"8",2013,"08 Schwanthalerhöhe","16 Ramersdorf - Perlach",81
"8",2013,"08 Schwanthalerhöhe","17 Obergiesing - Fasangarten",95
"8",2013,"08 Schwanthalerhöhe","18 Untergiesing - Harlaching",81
"8",2013,"08 Schwanthalerhöhe","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",135
"8",2013,"08 Schwanthalerhöhe","20 Hadern",78
"8",2013,"08 Schwanthalerhöhe","21 Pasing - Obermenzing",128
"8",2013,"08 Schwanthalerhöhe","22 Aubing - Lochhausen - Langwied",63
"8",2013,"08 Schwanthalerhöhe","23 Allach - Untermenzing",20
"8",2013,"08 Schwanthalerhöhe","24 Feldmoching - Hasenbergl",56
"8",2013,"08 Schwanthalerhöhe","25 Laim",136
"9",2013,"09 Neuhausen - Nymphenburg","01 Altstadt - Lehel",93
"9",2013,"09 Neuhausen - Nymphenburg","02 Ludwigsvorstadt - Isarvorstadt",304
"9",2013,"09 Neuhausen - Nymphenburg","03 Maxvorstadt",333
"9",2013,"09 Neuhausen - Nymphenburg","04 Schwabing - West",338
"9",2013,"09 Neuhausen - Nymphenburg","05 Au - Haidhausen",244
"9",2013,"09 Neuhausen - Nymphenburg","06 Sendling",164
"9",2013,"09 Neuhausen - Nymphenburg","07 Sendling - Westpark",209
"9",2013,"09 Neuhausen - Nymphenburg","08 Schwanthalerhöhe",165
"9",2013,"09 Neuhausen - Nymphenburg","09 Neuhausen - Nymphenburg",2266
"9",2013,"09 Neuhausen - Nymphenburg","10 Moosach",374
"9",2013,"09 Neuhausen - Nymphenburg","11 Milbertshofen - Am Hart",219
"9",2013,"09 Neuhausen - Nymphenburg","12 Schwabing - Freimann",275
"9",2013,"09 Neuhausen - Nymphenburg","13 Bogenhausen",227
"9",2013,"09 Neuhausen - Nymphenburg","14 Berg am Laim",92
"9",2013,"09 Neuhausen - Nymphenburg","15 Trudering - Riem",156
"9",2013,"09 Neuhausen - Nymphenburg","16 Ramersdorf - Perlach",239
"9",2013,"09 Neuhausen - Nymphenburg","17 Obergiesing - Fasangarten",166
"9",2013,"09 Neuhausen - Nymphenburg","18 Untergiesing - Harlaching",189
"9",2013,"09 Neuhausen - Nymphenburg","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",320
"9",2013,"09 Neuhausen - Nymphenburg","20 Hadern",151
"9",2013,"09 Neuhausen - Nymphenburg","21 Pasing - Obermenzing",425
"9",2013,"09 Neuhausen - Nymphenburg","22 Aubing - Lochhausen - Langwied",138
"9",2013,"09 Neuhausen - Nymphenburg","23 Allach - Untermenzing",137
"9",2013,"09 Neuhausen - Nymphenburg","24 Feldmoching - Hasenbergl",165
"9",2013,"09 Neuhausen - Nymphenburg","25 Laim",257
"10",2013,"10 Moosach","01 Altstadt - Lehel",27
"10",2013,"10 Moosach","02 Ludwigsvorstadt - Isarvorstadt",84
"10",2013,"10 Moosach","03 Maxvorstadt",101
"10",2013,"10 Moosach","04 Schwabing - West",99
"10",2013,"10 Moosach","05 Au - Haidhausen",59
"10",2013,"10 Moosach","06 Sendling",58
"10",2013,"10 Moosach","07 Sendling - Westpark",84
"10",2013,"10 Moosach","08 Schwanthalerhöhe",52
"10",2013,"10 Moosach","09 Neuhausen - Nymphenburg",288
"10",2013,"10 Moosach","10 Moosach",982
"10",2013,"10 Moosach","11 Milbertshofen - Am Hart",180
"10",2013,"10 Moosach","12 Schwabing - Freimann",104
"10",2013,"10 Moosach","13 Bogenhausen",91
"10",2013,"10 Moosach","14 Berg am Laim",57
"10",2013,"10 Moosach","15 Trudering - Riem",73
"10",2013,"10 Moosach","16 Ramersdorf - Perlach",153
"10",2013,"10 Moosach","17 Obergiesing - Fasangarten",83
"10",2013,"10 Moosach","18 Untergiesing - Harlaching",84
"10",2013,"10 Moosach","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",137
"10",2013,"10 Moosach","20 Hadern",80
"10",2013,"10 Moosach","21 Pasing - Obermenzing",170
"10",2013,"10 Moosach","22 Aubing - Lochhausen - Langwied",112
"10",2013,"10 Moosach","23 Allach - Untermenzing",151
"10",2013,"10 Moosach","24 Feldmoching - Hasenbergl",276
"10",2013,"10 Moosach","25 Laim",93
"11",2013,"11 Milbertshofen - Am Hart","01 Altstadt - Lehel",46
"11",2013,"11 Milbertshofen - Am Hart","02 Ludwigsvorstadt - Isarvorstadt",151
"11",2013,"11 Milbertshofen - Am Hart","03 Maxvorstadt",203
"11",2013,"11 Milbertshofen - Am Hart","04 Schwabing - West",333
"11",2013,"11 Milbertshofen - Am Hart","05 Au - Haidhausen",118
"11",2013,"11 Milbertshofen - Am Hart","06 Sendling",110
"11",2013,"11 Milbertshofen - Am Hart","07 Sendling - Westpark",155
"11",2013,"11 Milbertshofen - Am Hart","08 Schwanthalerhöhe",79
"11",2013,"11 Milbertshofen - Am Hart","09 Neuhausen - Nymphenburg",328
"11",2013,"11 Milbertshofen - Am Hart","10 Moosach",329
"11",2013,"11 Milbertshofen - Am Hart","11 Milbertshofen - Am Hart",1589
"11",2013,"11 Milbertshofen - Am Hart","12 Schwabing - Freimann",408
"11",2013,"11 Milbertshofen - Am Hart","13 Bogenhausen",175
"11",2013,"11 Milbertshofen - Am Hart","14 Berg am Laim",129
"11",2013,"11 Milbertshofen - Am Hart","15 Trudering - Riem",118
"11",2013,"11 Milbertshofen - Am Hart","16 Ramersdorf - Perlach",256
"11",2013,"11 Milbertshofen - Am Hart","17 Obergiesing - Fasangarten",182
"11",2013,"11 Milbertshofen - Am Hart","18 Untergiesing - Harlaching",139
"11",2013,"11 Milbertshofen - Am Hart","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",254
"11",2013,"11 Milbertshofen - Am Hart","20 Hadern",127
"11",2013,"11 Milbertshofen - Am Hart","21 Pasing - Obermenzing",153
"11",2013,"11 Milbertshofen - Am Hart","22 Aubing - Lochhausen - Langwied",88
"11",2013,"11 Milbertshofen - Am Hart","23 Allach - Untermenzing",105
"11",2013,"11 Milbertshofen - Am Hart","24 Feldmoching - Hasenbergl",486
"11",2013,"11 Milbertshofen - Am Hart","25 Laim",169
"12",2013,"12 Schwabing - Freimann","01 Altstadt - Lehel",99
"12",2013,"12 Schwabing - Freimann","02 Ludwigsvorstadt - Isarvorstadt",218
"12",2013,"12 Schwabing - Freimann","03 Maxvorstadt",397
"12",2013,"12 Schwabing - Freimann","04 Schwabing - West",457
"12",2013,"12 Schwabing - Freimann","05 Au - Haidhausen",182
"12",2013,"12 Schwabing - Freimann","06 Sendling",115
"12",2013,"12 Schwabing - Freimann","07 Sendling - Westpark",141
"12",2013,"12 Schwabing - Freimann","08 Schwanthalerhöhe",71
"12",2013,"12 Schwabing - Freimann","09 Neuhausen - Nymphenburg",311
"12",2013,"12 Schwabing - Freimann","10 Moosach",210
"12",2013,"12 Schwabing - Freimann","11 Milbertshofen - Am Hart",462
"12",2013,"12 Schwabing - Freimann","12 Schwabing - Freimann",1310
"12",2013,"12 Schwabing - Freimann","13 Bogenhausen",283
"12",2013,"12 Schwabing - Freimann","14 Berg am Laim",102
"12",2013,"12 Schwabing - Freimann","15 Trudering - Riem",125
"12",2013,"12 Schwabing - Freimann","16 Ramersdorf - Perlach",166
"12",2013,"12 Schwabing - Freimann","17 Obergiesing - Fasangarten",144
"12",2013,"12 Schwabing - Freimann","18 Untergiesing - Harlaching",125
"12",2013,"12 Schwabing - Freimann","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",185
"12",2013,"12 Schwabing - Freimann","20 Hadern",125
"12",2013,"12 Schwabing - Freimann","21 Pasing - Obermenzing",167
"12",2013,"12 Schwabing - Freimann","22 Aubing - Lochhausen - Langwied",84
"12",2013,"12 Schwabing - Freimann","23 Allach - Untermenzing",38
"12",2013,"12 Schwabing - Freimann","24 Feldmoching - Hasenbergl",179
"12",2013,"12 Schwabing - Freimann","25 Laim",110
"13",2013,"13 Bogenhausen","01 Altstadt - Lehel",109
"13",2013,"13 Bogenhausen","02 Ludwigsvorstadt - Isarvorstadt",134
"13",2013,"13 Bogenhausen","03 Maxvorstadt",178
"13",2013,"13 Bogenhausen","04 Schwabing - West",188
"13",2013,"13 Bogenhausen","05 Au - Haidhausen",249
"13",2013,"13 Bogenhausen","06 Sendling",78
"13",2013,"13 Bogenhausen","07 Sendling - Westpark",93
"13",2013,"13 Bogenhausen","08 Schwanthalerhöhe",57
"13",2013,"13 Bogenhausen","09 Neuhausen - Nymphenburg",162
"13",2013,"13 Bogenhausen","10 Moosach",69
"13",2013,"13 Bogenhausen","11 Milbertshofen - Am Hart",132
"13",2013,"13 Bogenhausen","12 Schwabing - Freimann",217
"13",2013,"13 Bogenhausen","13 Bogenhausen",1786
"13",2013,"13 Bogenhausen","14 Berg am Laim",163
"13",2013,"13 Bogenhausen","15 Trudering - Riem",269
"13",2013,"13 Bogenhausen","16 Ramersdorf - Perlach",226
"13",2013,"13 Bogenhausen","17 Obergiesing - Fasangarten",120
"13",2013,"13 Bogenhausen","18 Untergiesing - Harlaching",119
"13",2013,"13 Bogenhausen","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",141
"13",2013,"13 Bogenhausen","20 Hadern",69
"13",2013,"13 Bogenhausen","21 Pasing - Obermenzing",103
"13",2013,"13 Bogenhausen","22 Aubing - Lochhausen - Langwied",49
"13",2013,"13 Bogenhausen","23 Allach - Untermenzing",48
"13",2013,"13 Bogenhausen","24 Feldmoching - Hasenbergl",94
"13",2013,"13 Bogenhausen","25 Laim",85
"14",2013,"14 Berg am Laim","01 Altstadt - Lehel",26
"14",2013,"14 Berg am Laim","02 Ludwigsvorstadt - Isarvorstadt",69
"14",2013,"14 Berg am Laim","03 Maxvorstadt",67
"14",2013,"14 Berg am Laim","04 Schwabing - West",82
"14",2013,"14 Berg am Laim","05 Au - Haidhausen",100
"14",2013,"14 Berg am Laim","06 Sendling",43
"14",2013,"14 Berg am Laim","07 Sendling - Westpark",69
"14",2013,"14 Berg am Laim","08 Schwanthalerhöhe",43
"14",2013,"14 Berg am Laim","09 Neuhausen - Nymphenburg",108
"14",2013,"14 Berg am Laim","10 Moosach",55
"14",2013,"14 Berg am Laim","11 Milbertshofen - Am Hart",87
"14",2013,"14 Berg am Laim","12 Schwabing - Freimann",87
"14",2013,"14 Berg am Laim","13 Bogenhausen",151
"14",2013,"14 Berg am Laim","14 Berg am Laim",650
"14",2013,"14 Berg am Laim","15 Trudering - Riem",307
"14",2013,"14 Berg am Laim","16 Ramersdorf - Perlach",374
"14",2013,"14 Berg am Laim","17 Obergiesing - Fasangarten",107
"14",2013,"14 Berg am Laim","18 Untergiesing - Harlaching",95
"14",2013,"14 Berg am Laim","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",127
"14",2013,"14 Berg am Laim","20 Hadern",38
"14",2013,"14 Berg am Laim","21 Pasing - Obermenzing",79
"14",2013,"14 Berg am Laim","22 Aubing - Lochhausen - Langwied",44
"14",2013,"14 Berg am Laim","23 Allach - Untermenzing",21
"14",2013,"14 Berg am Laim","24 Feldmoching - Hasenbergl",82
"14",2013,"14 Berg am Laim","25 Laim",63
"15",2013,"15 Trudering - Riem","01 Altstadt - Lehel",30
"15",2013,"15 Trudering - Riem","02 Ludwigsvorstadt - Isarvorstadt",79
"15",2013,"15 Trudering - Riem","03 Maxvorstadt",56
"15",2013,"15 Trudering - Riem","04 Schwabing - West",92
"15",2013,"15 Trudering - Riem","05 Au - Haidhausen",97
"15",2013,"15 Trudering - Riem","06 Sendling",41
"15",2013,"15 Trudering - Riem","07 Sendling - Westpark",56
"15",2013,"15 Trudering - Riem","08 Schwanthalerhöhe",25
"15",2013,"15 Trudering - Riem","09 Neuhausen - Nymphenburg",116
"15",2013,"15 Trudering - Riem","10 Moosach",58
"15",2013,"15 Trudering - Riem","11 Milbertshofen - Am Hart",91
"15",2013,"15 Trudering - Riem","12 Schwabing - Freimann",79
"15",2013,"15 Trudering - Riem","13 Bogenhausen",144
"15",2013,"15 Trudering - Riem","14 Berg am Laim",153
"15",2013,"15 Trudering - Riem","15 Trudering - Riem",1270
"15",2013,"15 Trudering - Riem","16 Ramersdorf - Perlach",291
